Ticker,volume,volumeAvg,openPrice,closePrice,highPrice,lowPrice,unixTimestamp,numTransactions
LABP,5980.7,3.839,3.848,3.79,3.85,3.675,2023-02-16,58.0
SHOP,66804909.0,45.283,45.54,44.91,46.92,44.305,2023-02-16,468301.0
ABC,1609315.0,159.924,158.15,160.47,160.85,157.46,2023-02-16,28639.0
UAL,5472324.0,49.2081,49.51,48.99,49.72,48.78,2023-02-16,50867.0
DBMF,326361.0,28.6174,28.6,28.62,28.68,28.5,2023-02-16,903.0
HAS,2680713.0,59.5001,59.7,58.46,61.34,58.35,2023-02-16,36668.0
JNPR,5005167.0,31.652,31.31,31.53,31.955,31.31,2023-02-16,34201.0
JPIB,14003.0,47.0417,47.02,47.012,47.1,47.0,2023-02-16,147.0
NHC,203978.0,59.8797,58.59,60.39,60.65,58.59,2023-02-16,9458.0
DGNU,605970.0,9.89,9.89,9.88,9.8914,9.88,2023-02-16,51.0
ALDX,446725.0,6.7724,6.34,6.76,6.885,6.34,2023-02-16,4321.0
LTRPA,1522909.0,1.2756,1.5899999999999999,1.21,1.6096,1.11,2023-02-16,4208.0
TRTNpB,10167.0,25.4711,25.5,25.51,25.56,25.33,2023-02-16,70.0
SDIV,178187.0,24.9808,24.93,25.01,25.14,24.8014,2023-02-16,2527.0
CUT,2868.0,31.2763,31.24,31.2157,31.42,31.2,2023-02-16,49.0
KAR,499928.0,14.6301,14.57,14.63,14.805,14.42,2023-02-16,7258.0
NE,2335442.0,43.9148,43.26,43.0,45.045,42.95,2023-02-16,22772.0
AUR,1904714.0,1.7678,1.79,1.71,1.8599999999999999,1.67,2023-02-16,9774.0
DJIA,66770.0,22.4666,22.56,22.41,22.56,22.3501,2023-02-16,313.0
ARKG,2136739.0,32.8436,32.87,32.53,33.32,32.31,2023-02-16,19884.0
AMNB,17312.0,33.9708,34.04,33.99,34.1,33.47,2023-02-16,550.0
SFM,1174526.0,33.0867,32.63,32.89,33.36,32.48,2023-02-16,17924.0
PRIFpL,966.0,22.0374,22.05,22.0,22.05,22.0,2023-02-16,11.0
PIK,6500.4,4.751,4.6995000000000005,4.786,4.8,4.65,2023-02-16,99.0
REBN,19012.125,8.0976,8.48,7.9728,8.48,7.84,2023-02-16,402.0
MXCT,915951.0,4.9201,4.85,4.88,4.97,4.85,2023-02-16,5935.0
BVS,203864.0,1.7943,1.82,1.74,1.855,1.72,2023-02-16,1738.0
ATLCL,2322.0,22.9052,22.9,22.95,22.95,22.83,2023-02-16,21.0
IMMR,207293.0,7.1805,7.19,7.17,7.235,7.065,2023-02-16,3145.0
POCT,46654.0,31.4338,31.35,31.33,31.51,31.3201,2023-02-16,57.0
MFIN,25924.0,8.2391,8.5,8.08,8.5,8.06,2023-02-16,438.0
SPTS,7225950.0,28.8607,28.86,28.85,28.88,28.84,2023-02-16,3682.0
PATK,107855.0,75.1433,74.31,75.18,75.97,74.125,2023-02-16,3509.0
AUDC,127523.0,17.365,17.25,17.27,17.56,17.25,2023-02-16,1732.0
OARK,10947.0,18.4659,18.26,18.0562,18.6687,18.01,2023-02-16,114.0
MQT,15830.0,10.6046,10.68,10.56,10.68,10.52,2023-02-16,70.0
GATO,306254.0,4.8034,4.64,4.82,4.91,4.532,2023-02-16,3103.0
SHM,508914.0,47.0025,47.16,46.93,47.16,46.92,2023-02-16,1933.0
VLO,2589829.0,134.7848,135.79,133.97,136.79,133.8,2023-02-16,41829.0
PROK,44968.0,11.8584,11.49,11.49,12.37,10.34,2023-02-16,767.0
TLTW,88851.0,33.2052,33.32,33.12,33.32,33.03,2023-02-16,1050.0
PUBM,576554.0,16.8764,16.5,16.9,17.1,16.23,2023-02-16,7899.0
IBTK,410482.0,19.6062,19.61,19.59,19.65,19.57,2023-02-16,441.0
SCO,807068.0,24.1691,24.16,24.38,24.43,23.76,2023-02-16,3570.0
HIO,303005.0,4.0007,4.0,3.9699999999999998,4.02,3.9699999999999998,2023-02-16,690.0
DRIV,157769.0,24.3875,24.13,24.27,24.66,24.13,2023-02-16,1138.0
APCXW,3654.0,0.385,0.3531,0.45,0.45,0.3531,2023-02-16,6.0
RWAY,98601.0,13.0457,12.92,13.12,13.1999,12.92,2023-02-16,1115.0
FLO,1841037.0,27.6445,27.65,27.64,27.855,27.3,2023-02-16,17848.0
REE,33277.9667,13.842,15.6,14.235,15.6,13.2,2023-02-16,2617.0
DISTU,366617.0,10.1936,10.19,10.21,10.21,10.19,2023-02-16,224.0
FULT,768922.0,17.2578,17.42,17.2,17.42,17.2,2023-02-16,7474.0
PMVP,627905.0,7.5463000000000005,7.38,7.58,7.695,7.28,2023-02-16,7563.0
IBDQ,244292.0,24.3839,24.38,24.38,24.4,24.34,2023-02-16,785.0
CGO,42456.0,10.2488,10.37,10.18,10.37,10.155,2023-02-16,200.0
TRTNpC,8868.0,24.8451,24.96,24.83,25.0,24.76,2023-02-16,53.0
PVH,532799.0,82.8432,82.12,82.16,84.08,81.84,2023-02-16,13452.0
QLYS,257776.0,117.5311,117.15,116.78,118.78,116.66,2023-02-16,8081.0
TANH,5993.0,2.9323,2.86,2.92,2.96,2.86,2023-02-16,86.0
VERV,635799.0,20.8204,21.17,20.59,21.4946,20.42,2023-02-16,10384.0
LUV,5566928.0,35.3202,35.4,35.41,35.49,34.88,2023-02-16,41678.0
MCRB,830871.0,5.0582,5.04,5.03,5.2,5.015,2023-02-16,7016.0
CIDM,1023941.0,0.5199,0.5284,0.509,0.54,0.509,2023-02-16,1784.0
GTBP,994.4,23.877,23.676,24.15,24.777,23.1,2023-02-16,153.0
NUSA,2156.0,22.7943,22.78,22.815,22.8186,22.78,2023-02-16,12.0
NIQ,95936.0,12.5715,12.6,12.55,12.6,12.55,2023-02-16,187.0
GTN,512764.0,12.3127,12.16,12.31,12.405,12.13,2023-02-16,6824.0
FALN,705746.0,25.0757,25.09,24.99,25.13,24.98,2023-02-16,4336.0
MITT,91587.0,6.2195,6.08,6.24,6.28,6.07,2023-02-16,1084.0
SRRK,178845.0,9.8317,9.71,9.83,10.0,9.71,2023-02-16,3461.0
VCEL,414891.0,28.9244,28.91,28.86,29.51,28.35,2023-02-16,8783.0
CWEN.A,214981.0,31.1885,31.25,31.13,31.45,31.01,2023-02-16,2464.0
LANC,130655.0,194.8176,192.86,194.16,196.82,192.77,2023-02-16,5309.0
PREpJ,2371.0,21.4921,21.68,21.3581,21.68,21.3581,2023-02-16,20.0
DRN,322664.0,11.8021,11.85,11.9,12.23,11.4056,2023-02-16,1929.0
GCC,164009.0,17.9876,17.96,17.94,18.04,17.9,2023-02-16,577.0
APGN,86753.0,1.0489,1.06,0.9500000000000001,1.16,0.9500000000000001,2023-02-16,333.0
MOD,492189.0,23.6388,22.99,24.05,24.1251,22.62,2023-02-16,5733.0
NAC,355231.0,11.1343,11.16,11.1,11.16,11.1,2023-02-16,1713.0
LNCpD,139755.0,28.1253,27.68,27.99,28.375,27.68,2023-02-16,472.0
BBRE,19669.0,89.157,89.04,89.21,89.74,88.1,2023-02-16,240.0
AC,5209.0,37.2312,37.25,36.73,37.82,36.73,2023-02-16,152.0
EINC,2269.0,63.0557,63.22,63.6896,63.6896,62.881,2023-02-16,53.0
GNTX,1170685.0,28.4882,27.89,28.5,28.8194,27.77,2023-02-16,13337.0
GPP,68600.0,12.9988,13.09,12.97,13.1,12.97,2023-02-16,313.0
GLT,323501.0,4.0279,4.04,3.98,4.105,3.9699999999999998,2023-02-16,2971.0
TDV,16309.0,61.608,61.07,61.2792,61.87,61.07,2023-02-16,219.0
BIVI,166781.0,5.5621,5.54,5.51,5.74,5.4,2023-02-16,1248.0
CMCA,131548.0,10.3619,10.37,10.4,10.5,10.36,2023-02-16,56.0
AYRO,8986.375,5.632,5.4528,5.6408000000000005,5.76,5.36,2023-02-16,301.0
TIVC,12978.55,20.58,21.5,21.8,21.8,20.0,2023-02-16,1723.0
SNX,340729.0,102.153,100.93,102.25,102.63,100.93,2023-02-16,7656.0
KMI,10909075.0,18.104,18.03,18.09,18.23,17.92,2023-02-16,47028.0
IMAB,162930.0,4.5549,4.49,4.53,4.66,4.37,2023-02-16,1554.0
ATLC,26132.0,35.7195,34.46,35.94,36.395,34.3202,2023-02-16,768.0
DUST,3847210.0,14.378,14.49,14.26,14.81,14.01,2023-02-16,11111.0
FGRO,33330.0,14.6219,14.52,14.5075,14.72,14.5075,2023-02-16,274.0
DDT,11512.0,25.5034,25.45,25.42,25.61,25.42,2023-02-16,77.0
FDHY,19713.0,46.3666,46.5,46.27,46.5,46.24,2023-02-16,251.0
DHI,3374887.0,97.1954,97.73,97.15,97.98,96.37,2023-02-16,49520.0
NCZpA,16356.0,21.4846,21.59,21.51,21.6,21.4,2023-02-16,107.0
BIG,992590.0,16.9998,16.82,16.89,17.4388,16.73,2023-02-16,12359.0
NXPI,2173510.0,191.7853,190.4,191.23,193.81,190.4,2023-02-16,34102.0
FDIG,74646.0,16.0122,15.93,15.4044,16.4,15.39,2023-02-16,408.0
ALRM,290445.0,52.7165,53.43,52.15,54.34,51.94,2023-02-16,5997.0
JVAL,282851.0,35.727,35.58,35.57,35.88,35.4466,2023-02-16,638.0
TAN,725709.0,77.0916,77.87,76.23,78.67,76.23,2023-02-16,9829.0
SLGpI,28510.0,22.8408,22.9,22.64,22.9,22.64,2023-02-16,81.0
IRNT,735358.0,0.46530000000000005,0.4792,0.4566,0.49,0.452,2023-02-16,1899.0
AHH,307303.0,13.3227,13.36,13.32,13.425,13.245,2023-02-16,3883.0
CPSS,18491.0,11.6336,11.23,11.6,11.89,11.23,2023-02-16,566.0
CGABL,10839.0,19.027,19.17,18.96,19.17,18.94,2023-02-16,73.0
MOON,16066.0,13.1298,13.18,13.06,13.3989,13.0,2023-02-16,182.0
RHS,28581.0,167.6722,167.03,167.49,168.11,166.34,2023-02-16,297.0
IYLD,5130.0,19.6472,19.6,19.61,19.7,19.58,2023-02-16,77.0
KOP,61097.0,34.4596,34.01,34.57,34.68,33.83,2023-02-16,2160.0
TARS,35866.0,15.1323,15.27,15.13,15.27,15.01,2023-02-16,645.0
BHLB,152039.0,30.4414,30.31,30.4,30.65,30.07,2023-02-16,3864.0
CLS,321442.0,13.5134,13.46,13.45,13.65,13.41,2023-02-16,3120.0
AMSC,224428.0,5.9616,5.93,5.88,6.18,5.78,2023-02-16,3077.0
FILL,8914.0,24.5985,24.54,24.49,24.7493,24.49,2023-02-16,102.0
MFC,3719129.0,20.1251,19.5,20.16,20.4,19.35,2023-02-16,19311.0
EWL,897031.0,44.5113,44.39,44.43,44.725,44.33,2023-02-16,5629.0
PNW,660734.0,74.3611,73.9,74.28,74.885,73.56,2023-02-16,13599.0
AIR,174389.0,54.2901,53.88,54.41,54.625,53.65,2023-02-16,4140.0
URNJ,65119.0,18.8737,18.92,18.715,19.06,18.62,2023-02-16,405.0
REPX,25527.0,31.4969,31.07,31.76,31.99,31.01,2023-02-16,767.0
DECK,479437.0,411.0944,410.92,407.01,417.55,405.52,2023-02-16,14289.0
AM,4310087.0,11.0687,10.9,11.0,11.245,10.775,2023-02-16,30327.0
SPLK,1116259.0,107.8241,106.61,107.09,109.43,106.22,2023-02-16,23266.0
AAAU,986989.0,18.2475,18.165,18.21,18.306,18.13,2023-02-16,1264.0
SEM,608578.0,30.1943,29.42,30.08,30.525,29.42,2023-02-16,7909.0
VIAV,1775487.0,11.1414,11.13,11.15,11.22,11.06,2023-02-16,11614.0
SRDX,102541.0,25.1498,25.07,25.03,25.5,24.9,2023-02-16,1924.0
HEDJ,260714.0,40.07,39.83,39.915,40.23,39.826,2023-02-16,1987.0
ADCT,236572.0,4.3318,4.34,4.32,4.41,4.26,2023-02-16,2017.0
DRD,173226.0,7.6109,7.38,7.55,7.77,7.38,2023-02-16,1964.0
IBMM,50786.0,25.696,25.74,25.68,25.74,25.68,2023-02-16,125.0
VSTO,765025.0,28.0983,27.68,27.96,28.47,27.68,2023-02-16,11451.0
AAT,339902.0,26.3393,26.22,26.36,26.56,26.1,2023-02-16,4812.0
TCOM,2817300.0,37.8692,37.9,38.05,38.21,37.395,2023-02-16,30900.0
CHMI,214766.0,6.8606,6.79,6.84,6.925,6.77,2023-02-16,1480.0
JHS,7037.0,11.2926,11.29,11.29,11.32,11.27,2023-02-16,47.0
TPX,1197731.0,42.695,41.9,42.49,43.13,41.885,2023-02-16,16074.0
GROY,272383.0,2.2717,2.25,2.25,2.31,2.23,2023-02-16,1541.0
RMBS,503955.0,45.1619,45.03,45.02,45.51,44.8,2023-02-16,11250.0
CG,2228496.0,34.992,34.672,34.81,35.33,34.6,2023-02-16,23839.0
HTEC,6176.0,31.1328,30.78,30.99,31.3398,30.78,2023-02-16,79.0
CBL,45385.0,26.1707,25.8,26.22,26.38,25.73,2023-02-16,895.0
FEMS,183388.0,38.3113,38.43,38.3,38.6999,38.02,2023-02-16,1518.0
NGE,2415.0,9.3168,9.34,9.35,9.35,9.31,2023-02-16,70.0
ADPT,1287905.0,9.898,9.91,9.63,10.38,9.63,2023-02-16,12251.0
RYAAY,386817.0,94.8089,95.52,94.45,95.52,94.25,2023-02-16,6920.0
VFQY,63342.0,114.1025,113.54,113.5444,114.52,113.3444,2023-02-16,278.0
LEN.B,67424.0,85.7959,85.55,85.72,86.155,85.0,2023-02-16,1908.0
FTHY,39803.0,14.3783,14.43,14.33,14.44,14.31,2023-02-16,176.0
KBWY,66531.0,22.0395,21.84,21.96,22.1231,21.76,2023-02-16,648.0
PUMP,2076350.0,9.969,9.93,9.86,10.22,9.81,2023-02-16,16939.0
GWX,51050.0,31.2348,30.98,31.16,31.3599,30.98,2023-02-16,673.0
ACWF,1792.0,33.9194,33.68,33.7981,34.03,33.68,2023-02-16,72.0
SPHB,626637.0,74.8564,74.65,74.17,75.33,74.13,2023-02-16,4570.0
HMC,727880.0,25.3502,25.21,25.31,25.4755,25.125,2023-02-16,8251.0
FNA,330637.0,17.7303,17.48,17.67,17.98,17.43,2023-02-16,4890.0
CRSR,658160.0,18.4364,18.31,18.23,18.76,18.04,2023-02-16,10284.0
IYG,188310.0,57.743,57.5933,57.5367,58.12,57.5333,2023-02-16,676.0
LCFY,3768.0,11.4796,11.45,11.41,11.99,11.01,2023-02-16,67.0
U,9669814.0,41.5024,40.78,40.72,42.45,40.35,2023-02-16,82098.0
HNI,98424.0,31.2446,30.96,31.26,31.5,30.73,2023-02-16,2372.0
SON,355986.0,60.4474,59.87,60.57,60.61,59.82,2023-02-16,7606.0
PEJ,121513.0,41.8799,41.65,41.7,42.18,41.54,2023-02-16,586.0
XLE,12657087.0,88.1328,88.0,87.61,88.755,87.52,2023-02-16,123335.0
ERJ,662587.0,12.3953,12.36,12.43,12.53,12.26,2023-02-16,5757.0
HBIO,16719.0,3.0629,3.07,3.04,3.1351,3.0,2023-02-16,244.0
EVI,34046.0,22.2772,22.53,21.21,23.29,21.21,2023-02-16,1351.0
ATHX,186890.0,1.7098,1.67,1.71,1.75,1.62,2023-02-16,1523.0
PRCT,245674.0,36.9416,36.57,37.02,37.565,36.33,2023-02-16,5234.0
TTAC,4783.0,49.3895,48.95,49.1487,49.616,48.95,2023-02-16,47.0
FTSD,8363.0,89.6072,89.59,89.6,89.6901,89.55,2023-02-16,70.0
ARQQW,15443.0,0.587,0.62,0.539999,0.62,0.536,2023-02-16,34.0
IVOL,697387.0,21.3201,21.25,21.26,21.36,21.2,2023-02-16,1000.0
CREX,15612.6667,2.1777,2.25,2.16,2.25,2.13,2023-02-16,132.0
ANPC,18648.0,9.9201,10.2,9.63,10.45,9.51,2023-02-16,221.0
ZT,775.0,10.076,9.98,10.0954,10.0954,9.98,2023-02-16,7.0
PSTG,3231813.0,31.7267,31.49,31.59,32.02,31.3355,2023-02-16,28163.0
CRBN,11940.0,148.5703,147.8,148.0,149.4278,147.7697,2023-02-16,192.0
RTL,351433.0,6.6639,6.59,6.65,6.7182,6.5600000000000005,2023-02-16,3024.0
CRMT,94556.0,94.3728,92.97,95.03,95.82,92.74,2023-02-16,3315.0
AX,215509.0,49.7492,49.47,49.67,50.19,49.2,2023-02-16,4575.0
AVB,766921.0,180.656,178.92,180.12,182.56,178.11,2023-02-16,17395.0
KEYpI,18637.0,25.7032,25.68,25.56,25.83,25.53,2023-02-16,800.0
CODIpC,2410.0,25.0562,25.15,25.0001,25.15,25.0,2023-02-16,41.0
SEB,887.0,3848.7817,3844.04,3850.0,3863.36,3818.67,2023-02-16,702.0
THTX,33726.5,3.676,3.56,3.9056,3.92,3.5044,2023-02-16,258.0
TRMK,153115.0,29.6367,29.48,29.62,29.81,29.345,2023-02-16,3494.0
AWP,217710.0,4.4191,4.42,4.41,4.46,4.3787,2023-02-16,997.0
MCH,12188.0,25.933,25.85,25.9192,26.049,25.83,2023-02-16,58.0
CGCP,274604.0,22.418,22.42,22.37,22.4581,22.35,2023-02-16,702.0
PAXS,195926.0,15.3492,15.39,15.25,15.42,15.22,2023-02-16,1199.0
BEPC,567058.0,29.6616,29.78,29.66,29.99,29.195,2023-02-16,7292.0
FLTR,548796.0,25.2526,25.23,25.25,25.26,25.2223,2023-02-16,1353.0
XSHQ,3321.0,36.1297,36.17,36.1278,36.26,35.92,2023-02-16,21.0
USBpS,22804.0,20.5894,20.64,20.46,20.65,20.45,2023-02-16,191.0
PXMD,7780.8824,38.5084,40.46,37.91,41.14,37.23,2023-02-16,1188.0
JBSS,83375.0,91.7247,91.62,91.57,92.54,91.28,2023-02-16,2276.0
PAVE,470766.0,29.551,29.3,29.39,29.7199,29.27,2023-02-16,2375.0
DMF,121205.0,6.4397,6.47,6.42,6.47,6.41,2023-02-16,727.0
CTRM,451072.0,1.2925,1.31,1.28,1.3202,1.27,2023-02-16,2759.0
ZVIA,91619.0,4.5364,4.38,4.49,4.705,4.38,2023-02-16,1004.0
ZYNE,269298.0,0.5455,0.56,0.5572,0.5680000000000001,0.5214,2023-02-16,894.0
HIBL,203874.0,38.7039,38.95,38.04,39.98,38.01,2023-02-16,1665.0
AFB,63935.0,10.7901,10.84,10.74,10.85,10.74,2023-02-16,386.0
CET,26362.0,36.0364,35.98,36.0377,36.2179,35.82,2023-02-16,195.0
BF.A,42556.0,65.33,65.0,65.4,65.71,64.765,2023-02-16,1345.0
DBGI,14471.0,57.24,59.25,55.0,60.5,54.25,2023-02-16,1746.0
RKTA,85104.0,10.17,10.18,10.17,10.18,10.17,2023-02-16,5.0
TMPOW,259.0,0.1441,0.1442,0.1442,0.1442,0.1442,2023-02-16,2.0
UNMA,12925.0,24.3203,24.35,24.3,24.4646,24.21,2023-02-16,92.0
SNPS,1744483.0,360.6065,357.87,359.71,364.04,350.0,2023-02-16,47174.0
EA,2742088.0,112.0129,111.9,111.72,113.24,111.62,2023-02-16,40208.0
SRCL,276908.0,55.4331,55.17,55.5,55.82,54.74,2023-02-16,6891.0
BAX,5538349.0,39.9318,39.71,39.8,40.3,39.23,2023-02-16,48052.0
PLTR,88542835.0,9.9221,9.65,9.71,10.31,9.6,2023-02-16,207028.0
AIVL,3094.0,95.4447,94.87,95.1091,95.6966,94.87,2023-02-16,33.0
CDNA,744686.0,15.6926,15.19,15.57,15.96,15.19,2023-02-16,9685.0
VBK,315372.0,227.5016,226.15,225.96,229.24,224.85,2023-02-16,4741.0
WRBpH,6498.0,18.6311,18.65,18.63,18.65,18.61,2023-02-16,47.0
CAKE,1485075.0,40.4079,38.5,40.42,41.08,38.3,2023-02-16,19667.0
PICK,257825.0,44.6985,44.22,44.56,45.09,44.14,2023-02-16,2777.0
SDGR,391811.0,24.0947,23.85,23.94,24.47,23.53,2023-02-16,6726.0
SMHB,25113.0,7.8541,7.62,7.7599,7.93,7.62,2023-02-16,164.0
IBTH,225926.0,22.211,22.22,22.2,22.245,22.19,2023-02-16,278.0
CRON,1621866.0,2.3251,2.32,2.3,2.36,2.2800000000000002,2023-02-16,5700.0
BHVN,731818.0,16.6383,16.79,16.34,17.25,16.32,2023-02-16,8788.0
KBAL,57529.0,7.0757,7.04,7.07,7.15,7.03,2023-02-16,923.0
CHRW,941843.0,103.7118,103.62,103.73,104.32,103.02,2023-02-16,17782.0
MRTX,1000067.0,47.4664,48.1,47.31,48.6,46.54,2023-02-16,15754.0
FLS,683351.0,36.1866,36.14,36.07,36.49,35.7065,2023-02-16,11098.0
ATNI,39111.0,45.4379,46.05,45.44,46.05,44.81,2023-02-16,1140.0
KRNLU,101082.0,10.204,10.25,10.18,10.25,10.17,2023-02-16,204.0
FEIG,1015.0,40.77,40.77,40.4417,40.77,40.4417,2023-02-16,1.0
SIXS,1384.0,45.4543,46.11,45.4019,46.11,45.35,2023-02-16,15.0
RWLK,97700.0,0.8032,0.8,0.8,0.8199000000000001,0.7901,2023-02-16,250.0
EDSA,22335.5714,10.402,10.08,10.29,10.71,9.87,2023-02-16,1066.0
BUFR,299632.0,23.3711,23.31,23.3,23.44,23.26,2023-02-16,1150.0
AVAH,169648.0,1.2176,1.22,1.19,1.26,1.18,2023-02-16,951.0
FIS,8059216.0,68.8587,66.88,69.16,69.515,66.5,2023-02-16,68284.0
AFBI,4261.0,15.9332,15.59,16.0,16.0,15.59,2023-02-16,44.0
MAR,2277920.0,177.1931,177.4,175.79,179.66,175.44,2023-02-16,45458.0
FAF,558160.0,59.9804,60.18,59.6,60.9,59.57,2023-02-16,10069.0
XMLV,29607.0,55.8878,55.58,55.83,56.16,55.39,2023-02-16,332.0
GLSI,28833.0,16.5049,16.69,16.43,17.2299,15.66,2023-02-16,752.0
INTR,771694.0,2.2524,2.2,2.2800000000000002,2.3,2.17,2023-02-16,6158.0
STKS,78686.0,9.1141,8.91,9.05,9.4,8.86,2023-02-16,1462.0
MLYS,241111.0,17.8545,17.78,17.75,18.8,17.5,2023-02-16,2643.0
KURA,772063.0,11.9839,11.94,11.99,12.09,11.85,2023-02-16,10006.0
ALTG,137825.0,17.9732,18.0,17.79,18.26,17.77,2023-02-16,2326.0
DAX,9440.0,28.6257,28.53,28.62,28.75,28.47,2023-02-16,119.0
AR,5560563.0,27.9758,27.87,27.54,28.65,27.36,2023-02-16,43839.0
HEFA,481659.0,29.4724,29.37,29.42,29.54,29.34,2023-02-16,1656.0
TR,99340.7879,43.2059,42.4729,43.4435,43.5115,42.3371,2023-02-16,2416.0
DFSD,117384.0,46.3744,46.36,46.375,46.4,46.311,2023-02-16,431.0
ALT,1251706.0,11.6771,12.0,11.61,12.01,11.52,2023-02-16,10910.0
DV,563761.0,27.8289,27.62,27.68,28.09,27.37,2023-02-16,7743.0
NWE,427564.0,56.8412,56.35,56.92,57.42,56.18,2023-02-16,8521.0
GOVZ,231482.0,13.0646,13.11,13.0,13.1299,12.96,2023-02-16,625.0
TER,1613863.0,106.7432,106.995,106.3,107.79,106.14,2023-02-16,26585.0
PSTL,65246.0,15.4491,15.28,15.34,15.6,15.22,2023-02-16,1675.0
SRNE,265903196.0,0.22790000000000002,0.18,0.2579,0.264,0.18,2023-02-16,160159.0
WF,61672.0,28.4658,28.6,28.4,28.67,28.26,2023-02-16,779.0
RIDE,155882.6667,19.92,20.55,19.5,20.55,19.2,2023-02-16,6896.0
KXI,32009.0,59.6171,59.38,59.54,59.82,59.302,2023-02-16,346.0
FDIS,94841.0,66.9545,66.64,66.29,67.55,66.26,2023-02-16,1084.0
TYG,36761.0,33.4579,33.62,33.38,33.62,33.15,2023-02-16,268.0
FRCpM,53053.0,17.5669,17.67,17.48,17.67,17.48,2023-02-16,354.0
ADNT,625659.0,44.265,43.0,44.34,44.58,42.9,2023-02-16,9875.0
JSMD,9278.0,58.9797,58.48,58.61,59.1503,58.48,2023-02-16,90.0
DFCF,280195.0,41.9957,41.98,41.955,42.06,41.8966,2023-02-16,1225.0
PNM,734402.0,49.1881,49.11,49.16,49.3,49.11,2023-02-16,5354.0
EZPW,398204.0,9.0993,9.08,9.11,9.17,8.94,2023-02-16,4380.0
FTRI,308399.0,14.073,13.96,14.03,14.1292,13.94,2023-02-16,551.0
WEBS,618412.0,20.3933,20.78,21.07,21.1,19.83,2023-02-16,3603.0
NTRS,673581.0,95.894,95.83,95.72,96.48,95.23,2023-02-16,16281.0
ACAD,1614256.0,18.7303,18.85,18.71,18.9,18.65,2023-02-16,12472.0
CVGW,48294.0,32.2013,32.32,32.11,32.4,31.99,2023-02-16,1974.0
NRACU,300.0,10.18,10.18,10.18,10.18,10.18,2023-02-16,2.0
SPNS,72064.0,21.7566,21.87,21.64,22.03,21.61,2023-02-16,1447.0
SR,212389.0,71.9533,71.1,71.81,72.56,70.5,2023-02-16,4848.0
ZUMZ,295040.0,25.2627,25.15,25.22,25.52,24.49,2023-02-16,5763.0
WTTR,387143.0,8.5912,8.55,8.56,8.7,8.5,2023-02-16,4596.0
KALV,383456.0,7.5821000000000005,7.86,7.62,7.86,7.4149,2023-02-16,4894.0
KJAN,8923.0,31.8965,31.82,31.8252,32.01,31.69,2023-02-16,59.0
GLOPpC,260.0,23.9009,23.88,23.9093,23.9093,23.88,2023-02-16,3.0
YSG,827418.0,1.3103,1.31,1.33,1.3599999999999999,1.26,2023-02-16,3494.0
FIVE,552514.0,208.061,205.35,207.66,209.58,204.545,2023-02-16,13183.0
SNA,240550.0,252.6152,250.75,252.45,253.4502,250.4,2023-02-16,8253.0
BMO,261841.0,100.549,100.04,100.39,101.09,99.92,2023-02-16,5175.0
URTY,944814.0,49.8064,48.36,48.98,50.75,47.97,2023-02-16,6798.0
CHX,1253630.0,32.0819,31.62,31.96,32.43,31.56,2023-02-16,15303.0
ASTE,96517.0,44.9899,44.71,44.92,45.4,44.515,2023-02-16,2695.0
JAVA,125346.0,53.9912,53.82,53.67,54.0893,53.55,2023-02-16,192.0
CRT,40874.0,29.9139,29.28,29.66,30.4,29.28,2023-02-16,595.0
TXRH,1956817.0,105.7159,102.8101,105.15,107.3129,102.8101,2023-02-16,33781.0
APPF,74942.0,129.0367,128.17,127.86,131.11,126.32,2023-02-16,2684.0
UBX,165093.0,4.3266,4.24,4.31,4.43,4.24,2023-02-16,1854.0
HUBG,313932.0,47.9693,48.15,47.975,48.29,47.43,2023-02-16,4486.0
PSR,1728.0,94.4376,94.08,94.19,95.0304,93.9521,2023-02-16,60.0
FLYU,3073.0,43.4855,43.02,42.0515,43.95,42.0515,2023-02-16,38.0
IQ,8629976.0,7.2364,7.26,7.2,7.43,7.15,2023-02-16,29992.0
LEU,237994.0,48.2532,45.98,46.95,50.67,44.73,2023-02-16,6327.0
AGZD,67688.0,21.9678,21.97,21.99,21.995,21.925,2023-02-16,177.0
TTEC,55242.0,50.1697,49.28,49.96,50.97,48.87,2023-02-16,2070.0
DAR,792342.0,68.0178,67.64,67.72,68.57,67.14,2023-02-16,11986.0
ERY,288573.0,28.3195,28.43,28.71,28.75,27.97,2023-02-16,2537.0
DIAL,91984.0,17.4775,17.48,17.47,17.515,17.435,2023-02-16,756.0
AVRE,8478.0,43.9008,43.66,43.83,44.0899,43.425,2023-02-16,117.0
DSMC,1989.0,30.7161,30.72,30.5788,30.83,30.5788,2023-02-16,9.0
DSM,88385.0,5.8618,5.9,5.84,5.9,5.83,2023-02-16,322.0
SXC,717993.0,9.713,9.58,9.73,9.78,9.57,2023-02-16,7097.0
EXLS,942380.0,34.2241,33.982,34.114,34.612,33.685,2023-02-16,5855.0
NTWK,24779.0,2.8332,2.87,2.85,2.9515000000000002,2.75,2023-02-16,128.0
NVDS,111352.8,110.7945,111.3,112.1,112.4005,108.85,2023-02-16,3025.0
WAL,893274.0,74.1681,74.15,73.92,75.28,72.79,2023-02-16,15722.0
B,268304.0,43.8018,43.81,43.67,44.065,43.47,2023-02-16,5407.0
BUG,256187.0,23.2862,23.36,23.05,23.43,23.03,2023-02-16,1571.0
MNTV,5057281.0,7.9377,8.05,7.85,8.355,7.57,2023-02-16,18259.0
